*
* Haltestellen
*
$STOPPOINT:ID;Code;Name;MealPlaceCapacity;BreakFacility;Depot;DriverBase;VehicleCapacity;TotalVehicleCapacity;MaxStandingTime;VehicleChangeProhibited;UnguardedParking
4;KPL 3;KAISERPLATZ;-1;1;0;0;-1;-1;-1;1;0
5;H  721;Berg Wendepl.;-1;1;0;0;-1;-1;-1;1;0
6;KPL 1;KAISERPLATZ;-1;1;0;0;-1;-1;-1;1;0
7;MEWA2;Merk.Wassertrm;-1;1;0;0;-1;-1;-1;1;0
15;H  862;Nid.DürenerTor;-1;1;0;0;-1;-1;-1;1;0
16;H 9207A;Bahnh.DN/ZOB(S;-1;1;0;0;-1;-1;-1;1;0
24;SZRA1;Schoph.Z.R.Ack;-1;1;0;0;-1;-1;-1;1;0
25;H 9204D;Bahnh.DN/ZOB(B;-1;1;0;0;-1;-1;-1;1;0
26;H  481;Winden Üd.Weg;-1;1;0;0;-1;-1;-1;1;0
29;KPL 2;KAISERPLATZ;-1;1;0;0;-1;-1;-1;1;0
42;H 1231;Birgel Rotdorn;-1;1;0;0;-1;-1;-1;1;0
45;H 1271;Derw.Dampfmühl;-1;1;0;0;-1;-1;-1;1;0
55;JZOB6F;;-1;1;0;0;-1;-1;-1;1;0
80;H 1191;Gürz.Schlagb.;-1;1;0;0;-1;-1;-1;1;0
88;H 9203C;Bahnh.DN/ZOB(B;-1;1;0;0;-1;-1;-1;1;0
89;H  652;Drove A.Sandb.;-1;1;0;0;-1;-1;-1;1;0
90;MEKI1;Merk.Kirche;-1;1;0;0;-1;-1;-1;1;0
93;H  672;Thum Schule;-1;1;0;0;-1;-1;-1;1;0
100;MEWA1;Merk.Wassertrm;-1;1;0;0;-1;-1;-1;1;0
113;H  482;Winden Üd.Weg;-1;1;0;0;-1;-1;-1;1;0
117;H  671;Thum Schule;-1;1;0;0;-1;-1;-1;1;0
159;H 4492;Arena Kreis DN;-1;1;0;0;-1;-1;-1;1;0
168;B001;BTH Düren;-1;1;1;1;352;-1;-1;0;1
*
* Linien
*
$LINE:ID;Code;Name;LineAbiding;LineAbidingBefore;LineAbidingAfter;DutyLineAbiding;LongLine;MinBreak;NightLine;SchoolLine;LimitedDurationLine;PreferredBlockOperator
211;211;211;0;0;0;0;0;;0;0;0;0
213;213;213;0;0;0;0;0;;0;0;0;0
216;216;216;0;0;0;0;0;;0;0;0;0
221;221;221;0;0;0;0;0;;0;0;0;0
*
* Fahrzeugtypen
*
$VEHICLETYPE:ID;Code;Name;VehCost;KmCost;HourCost;Capacity;MinUsage;ReliefCar;MaxBlockTime;MaxRunTime;RefuelingDuration;MaxBlockDistance;Operator;FuelCapacity;FuelConsumptionPerMeter;FuelConsumptionPerSecond;RefuelingPower;RefuelingFunctionID
0;SL;SL;200000;120;30;300;20;0;0;0;-1;0;-1;-1;0;0;0;-1
*
* FahrzeugtypGruppen
*
$VEHICLETYPEGROUP:ID;Code;Name
0;SL;SL
*
* FahrzeugtypZuFahrzeugtypGruppe
*
$VEHTYPETOVEHTYPEGROUP:VehTypeID;VehTypeGroupID
0;0
*
* Fahrzeugkapazitaeten
*
$VEHTYPECAPTOSTOPPOINT:VehTypeID;StoppointID;Min;Max
0;168;0;200
*
* Linienfahrten
*
$SERVICEJOURNEY:ID;LineID;FromStopID;ToStopID;DepTime;ArrTime;MinAheadTime;MinLayoverTime;VehTypeGroupID;MaxShiftEarlier;MaxShiftLater;FromStopBreakFacility;ToStopBreakFacility;CODE;BlockWish;WaitingTime;RecommendedShift;Distance
16;93;000:00:00:00;002:00:00:00;13429;1500;S
42;7;000:00:00:00;002:00:00:00;10513;1140;S
25;7;000:00:00:00;002:00:00:00;6668;780;S
16;15;000:00:00:00;002:00:00:00;15114;1680;S
5;25;000:00:00:00;002:00:00:00;16938;1860;S
25;45;000:00:00:00;002:00:00:00;4687;600;S
88;113;000:00:00:00;002:00:00:00;10205;1140;S
80;24;000:00:00:00;002:00:00:00;12719;1380;S
88;42;000:00:00:00;002:00:00:00;5971;720;S
6;159;000:00:00:00;002:00:00:00;1661;300;S
88;26;000:00:00:00;002:00:00:00;10215;1140;S
55;88;000:00:00:00;002:00:00:00;15743;1740;S
89;45;000:00:00:00;002:00:00:00;11844;1320;S
29;89;000:00:00:00;002:00:00:00;10407;1140;S
6;7;000:00:00:00;002:00:00:00;7919;900;S
42;24;000:00:00:00;002:00:00:00;14731;1620;S
168;93;000:00:00:00;002:00:00:00;13965;1560;S
7;5;000:00:00:00;002:00:00:00;23555;2460;S
6;55;000:00:00:00;002:00:00:00;17106;1860;S
4;90;000:00:00:00;002:00:00:00;6965;780;S
159;168;000:00:00:00;002:00:00:00;4100;900;S
90;4;000:00:00:00;002:00:00:00;7179;900;S
25;42;000:00:00:00;002:00:00:00;5969;720;S
15;24;000:00:00:00;002:00:00:00;25391;2700;S
168;55;000:00:00:00;002:00:00:00;17390;1920;S
29;45;000:00:00:00;002:00:00:00;4300;540;S
100;7;000:00:00:00;002:00:00:00;54;60;S
6;45;000:00:00:00;002:00:00:00;4333;540;S
45;7;000:00:00:00;002:00:00:00;6751;780;S
16;29;000:00:00:00;002:00:00:00;965;300;S
29;80;000:00:00:00;002:00:00:00;3972;600;S
29;159;000:00:00:00;002:00:00:00;1895;300;S
15;88;000:00:00:00;002:00:00:00;14916;1620;S
26;4;000:00:00:00;002:00:00:00;10296;1800;S
117;90;000:00:00:00;002:00:00:00;19439;2100;S
88;6;000:00:00:00;002:00:00:00;1746;300;S
80;42;000:00:00:00;002:00:00:00;2327;300;S
5;4;000:00:00:00;002:00:00:00;16597;1800;S
29;26;000:00:00:00;002:00:00:00;9809;1140;S
88;45;000:00:00:00;002:00:00:00;4689;600;S
100;88;000:00:00:00;002:00:00:00;6663;780;S
29;93;000:00:00:00;002:00:00:00;12839;1440;S
45;168;000:00:00:00;002:00:00:00;8925;1080;S
29;4;000:00:00:00;002:00:00:00;2106;0;S
88;89;000:00:00:00;002:00:00:00;10813;1200;S
100;113;000:00:00:00;002:00:00:00;16202;1800;S
88;5;000:00:00:00;002:00:00:00;16906;1860;S
168;45;000:00:00:00;002:00:00:00;7500;1200;S
42;55;000:00:00:00;002:00:00:00;21174;2220;S
26;80;000:00:00:00;002:00:00:00;8318;960;S
55;5;000:00:00:00;002:00:00:00;32615;3420;S
6;29;000:00:00:00;002:00:00:00;88;0;S
24;25;000:00:00:00;002:00:00:00;10891;1200;S
89;159;000:00:00:00;002:00:00:00;8613;960;S
100;29;000:00:00:00;002:00:00:00;7578;1200;S
55;7;000:00:00:00;002:00:00:00;10904;1200;S
42;45;000:00:00:00;002:00:00:00;3800;480;S
4;45;000:00:00:00;002:00:00:00;4346;540;S
89;5;000:00:00:00;002:00:00:00;8600;600;S
45;80;000:00:00:00;002:00:00:00;1656;240;S
26;88;000:00:00:00;002:00:00:00;10152;1140;S
5;6;000:00:00:00;002:00:00:00;15988;1740;S
117;159;000:00:00:00;002:00:00:00;11121;1200;S
55;4;000:00:00:00;002:00:00:00;16568;1800;S
16;42;000:00:00:00;002:00:00:00;6122;720;S
45;89;000:00:00:00;002:00:00:00;11987;1320;S
45;42;000:00:00:00;002:00:00:00;5622;360;S
42;88;000:00:00:00;002:00:00:00;5992;720;S
4;29;000:00:00:00;002:00:00:00;459;60;S
100;26;000:00:00:00;002:00:00:00;16213;1800;S
80;93;000:00:00:00;002:00:00:00;12817;1380;S
26;42;000:00:00:00;002:00:00:00;7567;900;S
80;4;000:00:00:00;002:00:00:00;4243;600;S
4;88;000:00:00:00;002:00:00:00;827;300;S
42;168;000:00:00:00;002:00:00:00;8662;1080;S
15;4;000:00:00:00;002:00:00:00;14573;1620;S
117;5;000:00:00:00;002:00:00:00;3639;480;S
15;89;000:00:00:00;002:00:00:00;5168;600;S
6;80;000:00:00:00;002:00:00:00;4502;600;S
29;7;000:00:00:00;002:00:00:00;7448;840;S
55;168;000:00:00:00;002:00:00:00;17324;1920;S
42;89;000:00:00:00;002:00:00:00;9745;1140;S
42;80;000:00:00:00;002:00:00:00;2327;300;S
16;88;000:00:00:00;002:00:00:00;184;60;S
42;15;000:00:00:00;002:00:00:00;12544;1380;S
55;42;000:00:00:00;002:00:00:00;21064;2220;S
5;26;000:00:00:00;002:00:00:00;7781;900;S
117;113;000:00:00:00;002:00:00:00;4878;600;S
4;6;000:00:00:00;002:00:00:00;395;0;S
90;168;000:00:00:00;002:00:00:00;8401;1380;S
55;80;000:00:00:00;002:00:00:00;19053;2100;S
4;113;000:00:00:00;002:00:00:00;9844;1140;S
15;113;000:00:00:00;002:00:00:00;4980;600;S
168;15;000:00:00:00;002:00:00:00;15744;1740;S
88;159;000:00:00:00;002:00:00:00;2301;300;S
7;100;000:00:00:00;002:00:00:00;0;0;S
25;16;000:00:00:00;002:00:00:00;0;0;S
25;88;000:00:00:00;002:00:00:00;0;0;S
88;16;000:00:00:00;002:00:00:00;0;0;S
*
* Abloesepunkte
*
$RELIEFPOINT:ID;ServicejourneyID;StoppointID;Arrivaltime;WaitingTime;WaitingTimeBefore;WaitingTimeAfter
*
